"Case ID","Approved Date","Approver Name","Approver PSID","Assessment Status","Assessment Type","Assignee Team","Assignee Name","Assignee PSID","Booking Location","Creation Date","Modified Date","Case Status","Case Type","Client LEID","Client Name","Domicile Country","Group Name","ISIC Code","ISIC Description","Last Modified Staff Name","Last Modified PSID","Recommended Rating","RSRMA Rating","Submitter Name","Submitter PSID","Submitter Team","Version"
"18633","15/08/2024 04:47:45","","1669279","Completed","RSRMA","","","","AE","15/08/2024 04:46:34","15/08/2024 04:47:45","Approved","Adhoc Review","13948574","ARISE INTEGRATED INDUSTRIAL PLATFORMS LIMITED","AE","AFRICA FINANCE CORPORATION","8180","HOLDING & OTHER INVESTMENT COMPANIES,,,","","1669279","Very Low","Very Low","","1669279","RSRMA Maker","02"
"18634","15/08/2024 06:11:28","","1292341","Completed","RSRMA","","","","BD","15/08/2024 05:44:43","15/08/2024 06:11:28","Approved","Adhoc Review","11031029","Agrani Bank PLC","BD","AGRANI BANK GROUP","8123","COMMERCIAL BANK","","1292341","Very Low","Very Low","","1292341","RSRMA Maker","02"
"18635","15/08/2024 06:27:32","","1668245","Completed","RSRMA","","","","SG","15/08/2024 06:13:15","15/08/2024 06:27:32","Approved","Adhoc Review","13379201","DBS TRUSTEE LTD AS TRUSTEE OF OUE REAL ESTATE INVESTMENT TRUST","SG","THE LIPPO GROUP","8432","REAL ESTATE INVESTMENT - COMMERCIAL","","1668245","Very Low","Very Low","","1668245","RSRMA Maker","02"
"18636","15/08/2024 06:29:23","","1664402","Completed","RSRMA","","","","CN","15/08/2024 06:27:44","15/08/2024 06:29:23","Approved","Adhoc Review","13687843","CASABLANCA HOME (HUIZHOU) COMPANY LIMITED","CN","CASABLANCA GROUP","3219","MFR OF TEXTILES NEC","","1664402","Very Low","Very Low","","1664402","RSRMA Maker","02"
"18637","","","","In Progress","RSRMA","Maker","","","HK","15/08/2024 06:32:30","15/08/2024 06:33:10","Make in Progress","Adhoc Review","13972958","ZHONG OU AM INTERNATIONAL LTD RE VARIOUS HFS","HK","ZHONG OU AMC","8191","FUND MGMT UNCLASSIFIABLE","","","","","","2013342","RSRMA Maker","02"
"18638","15/08/2024 06:43:58","","1278845","Completed","RSRMA","","","","CN","15/08/2024 06:41:13","15/08/2024 06:43:58","Approved","Adhoc Review","11528205","OMNICOM INVESTMENT CONSULTING (SHANGHAI) CO., LTD","CN","OMNICOM GROUP","8363","MANAGEMENT CONSULTING & PUBLIC RELATION SERVICES","","1278845","Very Low","Very Low","","1278845","RSRMA Maker","02"
"18639","15/08/2024 07:00:39","","2009787","Completed","RSRMA","","","","TH","15/08/2024 06:53:55","15/08/2024 07:00:39","Approved","Adhoc Review","11090641","CROWN BEVCAN AND CLOSURES (THAILAND) COMPANY LIMITED","TH","CROWN HOLDINGS INC","3815","MFR OF METAL CANS CONTAINERS & RELATED PRODUCTS","","2009787","Very Low","Very Low","","2009787","RSRMA Maker","02"
"18640","15/08/2024 07:03:04","","2009787","Completed","RSRMA","","","","TH","15/08/2024 07:01:39","15/08/2024 07:03:04","Approved","Adhoc Review","11090542","CROWN FOOD PACKAGING (THAILAND) PUBLIC COMPANY LIMITED","TH","CROWN HOLDINGS INC","3815","MFR OF METAL CANS CONTAINERS & RELATED PRODUCTS","","2009787","Very Low","Very Low","","2009787","RSRMA Maker","02"
"18641","15/08/2024 08:18:02","","2014405","Completed","RSRMA","","","","HK","15/08/2024 07:50:33","15/08/2024 08:18:02","Approved","Adhoc Review","13328015","GRAND HOST FAR EAST LIMITED","HK","GRAND HOST FAR EAST LIMITED 12 532479","6119","Wholesale of electronic and telecommunications equipment and parts","","2014405","Very Low","Very Low","","2014405","RSRMA Maker","02"
"18642","","","","In Progress","RSRMA","Maker","","","MY","15/08/2024 07:52:17","15/08/2024 07:55:12","Make in Progress","New","12075265","GCB COCOA SINGAPORE PTE LTD","SG","GUAN CHONG GROUP","6111","WHOLESALE TRADE-IN FOODDRINK & TOBACCO,,,","","","","","","1587967","RSRMA Maker","02"
"18643","15/08/2024 08:26:17","","1672250","Completed","RSRMA","","","","HK","15/08/2024 08:17:55","15/08/2024 08:26:17","Approved","Adhoc Review","13607603","CIMC FORTUNE HOLDINGS LIMITED","HK","CIMC GROUP","3859","MFG OF TRANSPORT EQUIPMENT NEC","","1672250","Very Low","Very Low","","1672250","RSRMA Maker","02"
"18644","","","","In Progress","RSRMA","Maker","","","VN","15/08/2024 08:25:34","15/08/2024 08:27:36","Make in Progress","Adhoc Review","11377779","URC VIETNAM COMPANY LIMITED","VN","JG SUMMIT GROUP","3134","SOFT DRINKS & CARBONATED WATER INDUSTRIES","","","","","","2008414","RSRMA Maker","02"
"18645","","","","In Progress","RSRMA","Maker","","","HK","15/08/2024 09:03:17","15/08/2024 09:03:35","Make in Progress","Adhoc Review","11266006","JATIVA LIMITED","HK","JATIVA","8435","REAL ESTATE INVESTMENT - RETAIL,,,","","","","","","2001381","RSRMA Maker","02"
"18646","15/08/2024 10:02:22","Zhang,Yibo","1605657","Completed","RSRMA","","","","CN","15/08/2024 09:14:55","15/08/2024 10:02:22","Approved","Adhoc Review","13787247","YUNNAN TIN CO., LTD","CN","YUNNAN TIN CORPORATION","3729","NON-FERROUS METAL BASIS INDUSTRIES,,,","Zhang,Yibo","1605657","Low","Low","Zhang,Yibo","1605657","RSRMA Maker","02"
"18647","","","","In Progress","RSRMA","Maker","","","TZ","15/08/2024 09:17:09","15/08/2024 09:17:51","Make in Progress","New","14002078","Sichuan Road And Bridge (Group) Corporation Limited","TZ","Sichuan Development (Holding) Co., Ltd.","5002","GENERAL CONTRACTORS - COMMERCIAL,,,","","","","","Vicent, Agabiti","1461979","RSRMA Maker","02"
"18648","15/08/2024 10:01:00","","1671248","Completed","RSRMA","","","","CN","15/08/2024 09:46:47","15/08/2024 10:01:00","Approved","Adhoc Review","11245696","CHINA PLATINUM COMPANY","CN","CPC Group","6123","Wholesale of metals and metal ores","","1671248","Very Low","Very Low","","1671248","RSRMA Maker","02"
"18649","15/08/2024 10:08:30","","2001820","Completed","RSRMA","","","","AE","15/08/2024 09:48:10","15/08/2024 10:08:30","Approved","New","11121221","ALI HAJI ABDULLA AWAZI GARGASH (L.L.C.)","AE","GARGASH GROUP","6131","MACHINES & EQUIPMENT","","2001820","Very Low","Very Low","","2001820","RSRMA Maker","02"
"18650","15/08/2024 10:58:29","","1671248","Completed","RSRMA","","","","CN","15/08/2024 10:19:27","15/08/2024 10:58:29","Approved","Adhoc Review","13935182","YANGXIN HONGSHENG COPPER INDUSTRY CO., LTD.","CN","CHINA NONFERROUS METAL MINING (GROUP) CO","2403","COPPER & ZINC","","1671248","Very Low","Very Low","","1671248","RSRMA Maker","02"
"18651","","","","In Progress","RSRMA","Maker","Assign to Group","1657593","VN","15/08/2024 10:29:44","25/08/2024 15:02:56","Initiated","Adhoc Review","13956271","DUC GIANG CHEMICAL GROUP JOINT STOCK COMPANY","VN","null","3699","MFROF NON-METALLIC MINERAL PRODUCTS NEC,,,","","1657593","","","","1657593","RSRMA Maker","02"
"18652","","","","In Progress","RSRMA","Maker","","","HK","15/08/2024 10:31:01","15/08/2024 10:31:57","Make in Progress","Adhoc Review","13752442","GAOTENG GLOBAL AM LTD GT EM MKT PLUS LS FIXED INC ALPHA MASTER FD","HK","GaoTeng Global Asset Management Limited","8182","INVESTMENT COMPANIES","","","","","","2013342","RSRMA Maker","02"
"18653","15/08/2024 11:51:22","","1283981","Completed","RSRMA","","","","AE","15/08/2024 11:48:44","15/08/2024 11:51:22","Approved","New","11121234","GOLTENS COMPANY LIMITED (DUBAI BRANCH)","AE","GOLTENS COMPANY GROUP","3851","BLDG & REPAIRING OF SHIPS AND BOATS","","1283981","Very Low","Very Low","","1283981","RSRMA Maker","02"
"18654","15/08/2024 12:38:50","","1305814","Completed","RSRMA","","","","CN","15/08/2024 12:17:12","15/08/2024 12:38:50","Approved","Adhoc Review","11047163","Nokia shanghai Bell Co.,Ltd","CN","NOKIA GROUP","7220","Wired telecommunications activities","","1305814","Very Low","Very Low","","1305814","RSRMA Maker","02"
"18655","15/08/2024 12:58:31","","2000960","Completed","RSRMA","","","","ZA","15/08/2024 12:53:03","15/08/2024 12:58:31","Approved","Adhoc Review","13727114","JOHNSON CONTROLS INTERNATIONAL (PTY) LTD","ZA","JOHNSON CONTROLS GROUP","5051","PLUMBING HEATING(NON-ELECTRIC) & AIR-CONDITIONING","","2000960","Very Low","Very Low","","2000960","RSRMA Maker","02"
"18656","03/09/2024 11:23:46","","1410449","Completed","RSRMA","","","","GB","15/08/2024 13:07:50","03/09/2024 11:23:46","Approved","Adhoc Review","11045358","TELEFONAKTIEBOLAGET LM ERICSSON","SE","ERICSSON GROUP","3837","MFR OF RADIO, TV & COMMUNICATN EQUIP & APPARATUS,,","","1410449","Low","Low","","2002824","RSRMA Maker","02"
"18657","15/08/2024 14:21:21","","1655593","Completed","RSRMA","","","","TZ","15/08/2024 14:09:57","15/08/2024 14:21:21","Approved","Adhoc Review","13708634","WILMAR RICE TANZANIA LIMITED","TZ","WILMAR GROUP","3116","MFR OF GRAIN MILL PDT(INCL PROVISN OF MILLING SVC)","","1655593","Very Low","Very Low","","1655593","RSRMA Maker","02"
"18658","15/08/2024 14:45:36","","1414639","Completed","RSRMA","","","","IN","15/08/2024 14:40:56","15/08/2024 14:45:36","Approved","Adhoc Review","11263615","VALMET TECHNOLOGIES PRIVATE LIMITED","IN","VALMET GROUP","3867","Repair of fabricated metal products,,,","","1414639","Very Low","Very Low","","1414639","RSRMA Maker","02"
"18659","15/08/2024 14:53:14","","2020320","Completed","RSRMA","","","","NG","15/08/2024 14:45:39","15/08/2024 14:53:14","Approved","New","11181927","SCHNEIDER ELECTRIC NIGERIA LIMITED","NG","SCHNEIDER ELECTRIC SE","5052","ELECTRICAL WORKS,,,","","2020320","Very Low","Very Low","","2020320","RSRMA Maker","02"
"18660","15/08/2024 14:53:06","","2003665","Completed","RSRMA","","","","NG","15/08/2024 14:50:25","15/08/2024 14:53:06","Approved","Adhoc Review","11112391","MOBIL PRODUCING NIGERIA UNLIMITED","NG","EXXONMOBIL CORPORATION","2200","Extraction Of Oil","","2003665","Low","Low","","2003665","RSRMA Maker","02"
"18661","15/08/2024 14:58:24","","1608269","Completed","RSRMA","","","","AE","15/08/2024 14:51:54","15/08/2024 14:58:24","Approved","New","13771653","Sardar Group For Investment & Management FZCO","AE","Sardar Group","8364","HEAD/REGIONAL OFF OF ENTERPRISES OPERATING ABROAD","","1608269","Low","Low","","1608269","RSRMA Maker","02"
"18662","","","","In Progress","RSRMA","Maker","","","US","15/08/2024 15:43:51","15/08/2024 15:47:54","Make in Progress","New","14000053","Switch BBF, LLC","US","null","8433","REAL ESTATE INVESTMENT - INDUSTRIAL","","","","","Alexandra, Alexandra","2013974","RSRMA Maker","02"
"18663","15/08/2024 18:24:22","","2009978","Completed","RSRMA","","","","NG","15/08/2024 16:19:29","15/08/2024 18:24:22","Approved","New","11045735","GUARANTY TRUST BANK LIMITED","NG","GUARANTY TRUST GROUP","8123","COMMERCIAL BANK","","2009978","Low","Low","","2009978","RSRMA Maker","02"
"18664","15/08/2024 16:46:58","","1553053","Completed","RSRMA","","","","US","15/08/2024 16:27:06","15/08/2024 16:46:58","Approved","New","14003838","SOF-13 International Holdings SCSp","US","STARWOOD CAPITAL GROUP GLOBAL LLC","8185","UNIT TRUSTS","","1553053","Very Low","Very Low","","1553053","RSRMA Maker","02"
"18665","15/08/2024 19:34:39","","2010663","Completed","RSRMA","","","","GB","15/08/2024 19:28:40","15/08/2024 19:34:39","Approved","New","13988775","MERCEDES BENZ KAMYON FINANSMAN ANONIM SIRKETI","TR","Daimler Truck Group","3853","Manufacture of motor vehicles","","2010663","Very Low","Very Low","","2010663","RSRMA Maker","02"
"18666","","","","In Progress","RSRMA","Maker","","","HK","15/08/2024 20:23:19","15/08/2024 20:23:33","Make in Progress","Adhoc Review","13932439","VIVADA STAR 1 BIDCO OY","FI","SINGAPORE GOVERNMENT","8182","INVESTMENT COMPANIES","","","","","","2002805","RSRMA Maker","02"
"18667","","","","In Progress","RSRMA","Maker","","","PH","16/08/2024 01:14:59","16/08/2024 01:15:19","Make in Progress","Adhoc Review","11155395","SM PRIME HOLDINGS, INC.","PH","SM GROUP","8415","REAL ESTATE DEVELOPMENT - RETAIL","","","","","","1671188","RSRMA Maker","02"
"18668","16/08/2024 02:39:22","","1662790","Completed","RSRMA","","","","CN","16/08/2024 02:36:54","16/08/2024 02:39:22","Approved","Adhoc Review","13883952","Damin Foodstuff (Zhangzhou) Co., Ltd.","CN","SWIRE GROUP","3121","MFR OF FOOD PRODUCTS NEC","","1662790","Low","Low","","1662790","RSRMA Maker","02"
"18669","16/08/2024 03:14:17","Yin, Xiao","1577976","Completed","RSRMA","","","","CN","16/08/2024 03:12:03","16/08/2024 03:14:17","Approved","Adhoc Review","11154446","BOCLH INDUSTRIAL GASES (SONGJIANG) CO., LTD.","CN","LINDE GROUP","3529","MFR OF CHEMICAL PRODUCTS NEC","Yin, Xiao","1577976","Very Low","Very Low","Yin, Xiao","1577976","RSRMA Maker","02"
"18670","20/08/2024 05:43:57","","2003704","Completed","RSRMA","","","","IN","16/08/2024 04:51:31","20/08/2024 05:43:57","Approved","Adhoc Review","13928605","SHREE YOGI REALCON PRIVATE LIMITED","IN","Ajmera Group","8419","REAL ESTATE DEVELOPMENT - NOT ELSEWHERE CLASSIFIED","","2003704","Low","Low","","2003704","RSRMA Maker","02"
"18671","16/08/2024 06:15:40","","1200259","Completed","RSRMA","","","","UG","16/08/2024 06:03:24","16/08/2024 06:15:40","Approved","Adhoc Review","11098187","BRITISH AMERICAN TOBACCO UGANDA LIMITED","UG","BRITISH AMERICAN TOBACCO GROUP","3140","MFR OF TOBACCO PRODUCTS,,,","","1200259","Very Low","Very Low","","1200259","RSRMA Maker","02"
"18672","16/08/2024 06:55:38","","1563939","Completed","RSRMA","","","","AE","16/08/2024 06:13:36","16/08/2024 06:55:38","Approved","Adhoc Review","11155978","Al Tayer Stocks (L.L.C.)","AE","AL TAYER GROUP LLC","5056","PAINTING & DECORATING","","1563939","Low","Low","","1563939","RSRMA Maker","02"
"18673","","","","In Progress","RSRMA","RSR Team","","","SG","16/08/2024 06:28:02","20/08/2024 04:11:05","Review in Progress","Adhoc Review","12660364","X-PRESS FEEDERS LIMITED","SG","X-PRESS FEEDERS GROUP","7123","SUPPORTING SERVICES TO WATER TPT NEC,,,","","","Medium","Medium","","1339278","RSRMA Maker","02"
"18674","16/08/2024 08:25:37","","1372725","Completed","RSRMA","","","","KR","16/08/2024 06:41:06","16/08/2024 08:25:37","Approved","New","14003684","DOOSAN ROBOTICS INC","KR","null","3829","MFR&REPAIR OF MACH&EQUIP EXC ELECT&ELECTRONIC NEC,,,","","1372725","Very Low","Very Low","","1372725","RSRMA Maker","02"
"18675","18/08/2024 13:02:01","","2012903","Completed","RSRMA","","","","TZ","16/08/2024 06:52:32","18/08/2024 13:02:01","Approved","New","11131697","TANZANIA COMMERCIAL BANK PUBLIC LIMITED COMPANY","TZ","GOVERNMENT OF TANZANIA","8123","COMMERCIAL BANK","","2012903","Very Low","Very Low","","2012903","RSRMA Maker","02"
"18676","16/08/2024 07:25:24","","1662790","Completed","RSRMA","","","","CN","16/08/2024 07:14:24","16/08/2024 07:25:24","Approved","Adhoc Review","13889707","Tianjin Jinying Spinning Co., Ltd","CN","COATS GROUP PLC","3211","Weaving of textiles","","1662790","Very Low","Very Low","","1662790","RSRMA Maker","02"
"18677","16/08/2024 07:48:21","Fu,Yutong","1590366","Completed","RSRMA","","","","CN","16/08/2024 07:38:45","16/08/2024 07:48:21","Approved","Adhoc Review","13690180","Volkswagen New Mobility Services Investment Co., Ltd.","CN","VOLKSWAGEN GROUP","8368","MACHINERY & EQUIPMENT RENTAL & LEASING,,,","Fu,Yutong","1590366","Very Low","Very Low","Fu,Yutong","1590366","RSRMA Maker","02"
"18678","16/08/2024 08:23:09","","1602291","Completed","RSRMA","","","","ZA","16/08/2024 07:45:18","16/08/2024 08:23:09","Approved","Adhoc Review","13320256","JOINT MUNICIPAL PENSION FUND","ZA","SOUTH AFRICA GOVERNMENT","8184","PENSION FUNDS,,,","","1602291","Very Low","Very Low","","1602291","RSRMA Maker","02"
"18679","16/08/2024 08:24:07","","1372656","Completed","RSRMA","","","","HK","16/08/2024 08:18:28","16/08/2024 08:24:07","Approved","New","11245570","MERCEDES BENZ FINANCIAL SERVICES KOREA LTD","KR","Mercedes-Benz Group","8152","FINANCIAL LEASING COMPANIES,,,","","1372656","Very Low","Very Low","","1372656","RSRMA Maker","02"
"18680","16/08/2024 08:35:50","","1585971","Completed","RSRMA","","","","LK","16/08/2024 08:23:27","16/08/2024 08:35:50","Approved","New","11168536","MAS CAPITAL (PRIVATE) LIMITED","LK","MAS GROUP","3220","MFR OF WEARING APPAREL EXCEPT FOOTWEAR","","1585971","Very Low","Very Low","","1585971","RSRMA Maker","02"
"18681","","","","In Progress","RSRMA","Maker","","","SG","16/08/2024 08:35:12","16/08/2024 08:36:01","Make in Progress","Adhoc Review","11150436","CYCLECT ENGINEERING PTE. LTD.","SG","CYCLECT GROUP","5052","ELECTRICAL WORKS,,,","","","","","","1625200","RSRMA Maker","02"
"18682","06/09/2024 09:51:39","","1671585","Completed","RSRMA","","","","LK","16/08/2024 08:52:57","06/09/2024 09:51:39","Approved","New","11167933","A B MAURI LANKA (PRIVATE) LIMITED","LK","ASSOCIATED BRITISH FOODS GROUP","6111","WHOLESALE TRADE-IN FOODDRINK & TOBACCO,,,","","1671585","Low","Low","","1671585","RSRMA Maker","02"
"18683","16/08/2024 09:37:22","","1285839","Completed","RSRMA","","","","IN","16/08/2024 09:15:17","16/08/2024 09:37:22","Approved","Adhoc Review","11044297","AXIS BANK LIMITED","IN","AXIS BANK LTD","8123","COMMERCIAL BANK","","1285839","Very Low","Very Low","","1285839","RSRMA Maker","02"
"18684","16/08/2024 10:04:06","Chacon,Gabriel","1632862","Completed","RSRMA","","","","DE","16/08/2024 09:39:37","16/08/2024 10:04:06","Approved","New","13998549","COFIROUTE Societe Anonyme","FR","null","7114","SUPPORTING SERVICES TO LAND TRANSPORT","Chacon,Gabriel","1632862","Low","Low","Chacon,Gabriel","1632862","RSRMA Maker","02"
"18685","","","","In Progress","RSRMA","Maker","","","AE","16/08/2024 10:13:52","16/08/2024 10:14:02","Make in Progress","New","11117792","TAGHLEEF INDUSTRIES (L L C)","AE","SAIF AL GHURAIR GROUP","3513","Manufacture of plastics and synthetic rubber in primary forms,,,","","","","","","2010085","RSRMA Maker","02"
"18686","16/08/2024 10:23:43","Ho, Shuk Yee","1623846","Completed","RSRMA","","","","HK","16/08/2024 10:17:09","16/08/2024 10:23:43","Approved","Adhoc Review","13940945","PAG BRS Fund III L.P.","HK","Pacific Alliance Group Limited","8187","MONEY MARKET MUTUAL FUNDS","Ho, Shuk Yee","1623846","Very Low","Very Low","Ho, Shuk Yee","1623846","RSRMA Maker","02"
"18687","22/08/2024 09:55:36","Subramanian, Venkatesh","1511091","Completed","RSRMA","","","","GB","16/08/2024 10:52:59","22/08/2024 09:55:36","Approved","New","13881698","Scatec ASA","NO","Scatec Group","4010","ELECTRICITY GENERATION & DISTRIBUTION","Subramanian, Venkatesh","1511091","Low","Low","","2001118","RSRMA Maker","02"
"18688","16/08/2024 11:04:15","","1573250","Completed","RSRMA","","","","CN","16/08/2024 11:01:51","16/08/2024 11:04:15","Approved","Adhoc Review","11167331","HYOSUNG SPANDEX (GUANGDONG) CO LTD","CN","HYOSUNG GROUP","3219","MFR OF TEXTILES NEC","","1573250","Low","Low","","1573250","RSRMA Maker","02"
"18689","16/08/2024 12:16:30","","1574755","Completed","RSRMA","","","","IN","16/08/2024 12:08:07","16/08/2024 12:16:30","Approved","Adhoc Review","13957645","MAN INDUSTRIES (INDIA) LIMITED","IN","MAN GROUP","3819","MFR OF FABRICATED METAL PRDT EXCPT MACH&EQUIP NEC,,,","","1574755","Low","Low","","1574755","RSRMA Maker","02"
"18690","16/08/2024 13:01:52","","1578124","Completed","RSRMA","","","","IN","16/08/2024 12:56:01","16/08/2024 13:01:52","Approved","New","13977818","KPMG Assurance And Consulting Services LLP","IN","null","8190","FINANCIAL INSTITUTIONS & FINANCIAL SERVICES NEC,,,","","1578124","Very Low","Very Low","","1578124","RSRMA Maker","02"
"18691","16/08/2024 13:12:02","","1499626","Completed","RSRMA","","","","AE","16/08/2024 13:08:53","16/08/2024 13:12:02","Approved","Adhoc Review","13929561","ADVANCED INHALATION RITUALS MIDCO LIMITED","GB","Advanced Inhalation Rituals Group","3140","MFR OF TOBACCO PRODUCTS,,,","","1499626","Low","Low","","1499626","RSRMA Maker","02"
"18692","19/08/2024 20:53:23","","2003665","Completed","RSRMA","","","","NG","16/08/2024 17:40:10","19/08/2024 20:53:23","Approved","Adhoc Review","13685043","AVANTI INDUSTRIES LIMITED","NG","KGM GROUP","3570","MFR OF PLASTIC PRODUCTS NEC,,,","","2003665","Low","Low","","2003665","RSRMA Maker","02"
"18693","17/08/2024 10:22:48","","2003704","Completed","RSRMA","","","","IN","17/08/2024 10:15:53","17/08/2024 10:22:48","Approved","Adhoc Review","13633588","MERIL HEALTHCARE PRIVATE LIMITED","IN","BILAKHIA GROUP","3863","MFR OF SURGICAL & MEDICAL INSTRUMENTS & SUPPLIES,,,","","2003704","Low","Low","","2003704","RSRMA Maker","02"
"18694","17/08/2024 12:43:12","","1600167","Completed","RSRMA","","","","SG","17/08/2024 12:23:37","17/08/2024 12:43:12","Approved","New","13753328","MX MEDIA & ENTERTAINMENT PTE. LTD.","SG","MX Media & Entertainment Pte. Ltd.","9411","MOTION PICTURE/VIDEO PRODUCTION & ALLIED SERVICES,,,","","1600167","Low","Low","","1600167","RSRMA Maker","02"
"18695","","","","In Progress","RSRMA","Maker","","","TW","17/08/2024 15:37:23","17/08/2024 15:37:45","Make in Progress","Adhoc Review","11322425","UNI-PRESIDENT CHINA HOLDINGS LTD.","CN","UNI-PRESIDENT ENTERPRISES GROUP","3121","MFR OF FOOD PRODUCTS NEC","","","","","HUANG, Annie","1578475","RSRMA Maker","02"
"18696","17/08/2024 18:04:51","","2000750","Completed","RSRMA","","","","IN","17/08/2024 17:59:42","17/08/2024 18:04:51","Approved","New","13914953","IPR EMINOX TECHNOLOGIES PRIVATE LIMITED","IN","AMALGAMATIONS GROUP","3821","MFR OF ENGINES & TURBINES","","2000750","Low","Low","","2000750","RSRMA Maker","02"
"18697","","","","In Progress","RSRMA","Maker","","","IN","17/08/2024 17:59:52","17/08/2024 18:02:24","Make in Progress","Adhoc Review","13924424","Orient Bell Limited","IN","Orient Ceramics Group","3630","MFR OF STRUCTURAL CLAY PRODUCTS,,,","","","","","","2017510","RSRMA Maker","02"
"18698","18/08/2024 06:13:20","","1172506","Completed","RSRMA","","","","NP","18/08/2024 06:10:18","18/08/2024 06:13:20","Approved","Adhoc Review","13958248","BLUE ENERGY LTD","NP","SARAF HOTELS GROUP","4010","ELECTRICITY GENERATION & DISTRIBUTION","","1172506","Low","Low","","1172506","RSRMA Maker","02"
"18699","","","","In Progress","RSRMA","Maker","Assign to Group","","EG","18/08/2024 07:31:58","18/08/2024 07:31:59","Initiated","New","14003895","Telecom Egypt","EG","null","7223","Wireless telecommunications activities","","","","","","2020392","RSRMA Maker","02"
"18700","18/08/2024 07:38:17","Udugampola, Dimuthu","1468609","Completed","RSRMA","","","","OM","18/08/2024 07:33:12","18/08/2024 07:38:17","Approved","Adhoc Review","12983748","GEMINI INTERNATIONAL LLC","OM","GEMINI INTERNATIONAL LLC","6134","TIMBER PAINTS & CONSTRUCTION MATERIALS,,,","Udugampola, Dimuthu","1468609","Very Low","Very Low","Udugampola, Dimuthu","1468609","RSRMA Maker","02"
"18701","","","","In Progress","RSRMA","Maker","Assign to Group","","BD","18/08/2024 14:26:39","18/08/2024 14:26:39","Initiated","New","13307476","SYNGENTA BANGLADESH LIMITED","BD","Sinochem Holdings Corporation Ltd.","3514","Manufacture of pesticides and other agrochemical products","","","","","","2009635","RSRMA Maker","02"
"18702","18/08/2024 15:51:27","","1638943","Completed","RSRMA","","","","TH","18/08/2024 15:46:39","18/08/2024 15:51:27","Approved","Adhoc Review","11131769","THAI TANK TERMINAL LTD.","TH","PTT GROUP","7150","STORAGE & WAREHOUSING","","1638943","Very Low","Very Low","","1638943","RSRMA Maker","02"
"18703","","","","In Progress","RSRMA","Maker","","","LK","18/08/2024 18:38:06","18/08/2024 18:38:58","Make in Progress","New","11195393","SINGER (SRI LANKA) PLC","LK","HAYLEYS GROUP / VALLIBLE ONE","6215","RETAIL STORE DEALG FNITURE,FNISHG&OTH HSEHLD EQUIP,,","","","","","","2010617","RSRMA Maker","02"
"18704","19/08/2024 01:25:02","","2007931","Completed","RSRMA","","","","IN","19/08/2024 01:17:50","19/08/2024 01:25:02","Approved","Adhoc Review","13785501","AXIS CLINICALS LIMITED","IN","AUROBINDO PHARMA LIMITED GROUP","8352","Research and experimental development on natural sciences and engineering","","2007931","Very Low","Very Low","","2007931","RSRMA Maker","02"
"18705","19/08/2024 09:20:18","","1517668","Completed","RSRMA","","","","CN","19/08/2024 02:16:53","19/08/2024 09:20:18","Approved","Adhoc Review","11438527","WOLONG ELECTRIC GROUP CO., LTD.","CN","WOLONG HOLDING GROUP CO., LTD.","3831","MFR&REPR OF ELEC IND MAC&APPARATUS EXC ELECT INSTR","","1517668","Low","Low","","1517668","RSRMA Maker","02"
"18706","19/08/2024 02:56:15","","2001808","Completed","RSRMA","","","","SG","19/08/2024 02:53:01","19/08/2024 02:56:15","Approved","Adhoc Review","11777669","AIA SINGAPORE PRIVATE LIMITED","SG","AIA GROUP LIMITED","8201","Life Insurance","","2001808","Very Low","Very Low","","2001808","RSRMA Maker","02"
"18707","19/08/2024 03:00:26","","1668245","Completed","RSRMA","","","","SG","19/08/2024 02:55:54","19/08/2024 03:00:26","Approved","New","11194413","HTSG AS TRUSTEE OF CAPITALAND CHINA TRUST","SG","CAPITALAND GROUP","8435","REAL ESTATE INVESTMENT - RETAIL,,,","","1668245","Very Low","Very Low","","1668245","RSRMA Maker","02"
"18708","19/08/2024 03:59:51","","1356761","Completed","RSRMA","","","","CN","19/08/2024 03:55:10","19/08/2024 03:59:51","Approved","Adhoc Review","11202059","BEIJING DENTSU ADVERTISING CO.,LTD","CN","DENTSU GROUP","8361","ADVERTISING","","1356761","Very Low","Very Low","","1356761","RSRMA Maker","02"
"18709","20/08/2024 06:28:19","","2014982","Completed","RSRMA","","","","HK","19/08/2024 04:00:03","20/08/2024 06:28:19","Approved","Adhoc Review","11333232","FAR EAST HORIZON LIMITED","HK","Far East Horizon Limited","8152","FINANCIAL LEASING COMPANIES,,,","","2014982","Very Low","Very Low","","2014982","RSRMA Maker","02"
"18710","","","","In Progress","RSRMA","Maker","","","MY","19/08/2024 04:34:30","19/08/2024 04:34:49","Make in Progress","Adhoc Review","13929691","GDS IDC SERVICES (MALAYSIA) SDN BHD","MY","STT COMMUNICATIONS GROUP","8413","REAL ESTATE DEVELOPMENT - INDUSTRIAL","","","","","","2004226","RSRMA Maker","02"
"18711","19/08/2024 05:08:44","","1668083","Completed","RSRMA","","","","IN","19/08/2024 05:06:22","19/08/2024 05:08:44","Approved","New","13956787","Shree Nirman Limited","IN","DALMIA BHARAT","8182","INVESTMENT COMPANIES","","1668083","Very Low","Very Low","","1668083","RSRMA Maker","02"
