"Case ID","Entity ID","Entity Name","Sector Name","ISIC Code","ISIC Description","Group ID","Client Group Name","Country of Domicile","Case Status","Ageing","Cancellation Reason","CRA Status","Created On","Modified On","Entity Classification","Review Type","Review Subtype","Maker PSID","Maker Name","Climate Risk Grading Status","Physical Risk BRAG","Transition Risk BRAG","Advisor PSID","Advisor Name","Date of submission to Climate Risk Advisor","Date of Rejection by Climate Risk Advisor","Approver Approved On","Approver Name","Approver PSID","Approver Rejected On","Assessment Type","Date of submission to RM","RM Rejected On","RM Recommended On","RM PSID","RM Name","RM Approved On","Primary Booking Location Country","Questionnaire Version","Case Assessment Review Reason","Current Aassignee Name","Current Assignee PSID","Checker Name","Checker PSID","CA Name","CA PSID","Case Initiator Name","Case Initiator Role","Case Initiator PSID","Date of submission to Checker","Date of Rejection by Checker","Total no. of days at initiation before acceptance by Maker","Total no. of days with Maker Team","Total no. of days with Checker Team","Total no. of days with Climate Risk Advisor Team","Total no. of days with RM","Total no. of days with Climate Risk Approver","Total Turnaround Time (TAT) for Case","Total no. of rejections by Checker","Total no. of rejections by Climate Risk Advisor","Total no. of rejections by RM","Total no. of rejections by Climate Risk Approver"
"26758","13903745","LNAME13903745","Financial Institutions","","","","","FRANCE","Initiated","","","In Progress","27/11/2023 19:14:53","27/11/2023 19:14:53","New to Bank","","","","","","","","","","","","","","","","New","","","","1605638","Benoit des Courtis","","","CRQ v3","Satya test","","","","","","","Benoit des Courtis","ClimateRiskRm","1605638","","","0","0","0","0","0","0","0","0","0","0","0"
"26759","11223972","LNAME11223972","Financial Institutions","","","990055095","GRP NAME 990055095","BELGIUM","Approved","","","Completed","27/11/2023 19:17:30","27/11/2023 20:33:12","Existing to Bank","","","1664684","Dimitar Tonev","Green","","","","","","","","","","","New","27/11/2023 20:27:00","","","1455685","1455685 Test","27/11/2023 20:33:11","GB","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dimitar Tonev","ClimateRiskMaker","1664684","27/11/2023 20:02:55","","0","0","0","0","0","0","0","0","0","0","0"
"26760","13701840","LNAME13701840","Financial Institutions","","","990285311","GRP NAME 990285311","GERMANY","Approved","","","Completed","27/11/2023 19:19:28","27/11/2023 20:41:27","New to Bank","","","1664684","Dimitar Tonev","Amber","","","","","","","","","","","New","27/11/2023 20:27:21","","","1575388","dale damu","27/11/2023 20:41:27","","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Dimitar Tonev","ClimateRiskMaker","1664684","27/11/2023 20:21:58","","0","0","0","0","0","0","0","0","0","0","0"
"26761","13830482","LNAME13830482","Other Capital Goods","","","990356638","GRP NAME 990356638","GERMANY","Approved","","","Completed","27/11/2023 20:12:55","27/11/2023 20:39:27","New to Bank","","","8190283","Maker SIT2_Test","Green","","","2004901","Advisor PP Initiator Test","27/11/2023 20:33:25","","","","","","New","27/11/2023 20:36:51","","","1531682","Ali Mohiuddin","27/11/2023 20:39:27","DE","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","","1587932","","ClimateRiskCreditAnalyst","1587932","27/11/2023 20:27:40","","0","0","0","0","0","0","0","0","0","0","0"
"26762","11018390","EDEK KEFQOFA FCDMCDEROCF K B F","Financial Institutions","","","990020721","UBUA AUMKIME CFBWFBUNIFM (A.V.C.)","BAHRAIN","Approved","","","Completed","27/11/2023 20:18:10","27/11/2023 20:51:11","New to Bank","","","8190821","Mahalakshmi C1","Red","","","1649090","Climate Risk Advisor","27/11/2023 20:31:12","","27/11/2023 20:51:11","Chadaporn Sreesurichan","1156221","","New","27/11/2023 20:44:27","","27/11/2023 20:47:20","1016646","Clare Lumbuye Wetaase","","BH","CRQ v3","Satya test","","","Climate Risk Checker","1156822","","1264313","","ClimateRiskCreditAnalyst","1264313","27/11/2023 20:27:20","","0","0","0","0","0","0","0","0","0","0","0"
"26763","13703939","LNAME13703939","Metal & Mining Producers","","","990331433","GRP NAME 990331433","GERMANY","Approved","","","Completed","27/11/2023 20:44:41","27/11/2023 20:59:10","New to Bank","","","8190283","Maker SIT2_Test","Amber","","","2004901","Advisor PP Initiator Test","27/11/2023 20:55:27","","","","","","New","27/11/2023 20:57:16","","","1614692","Stuntebeck Stuntebeck","27/11/2023 20:59:09","DE","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","","1641653","Stuntebeck Stuntebeck","ClimateRiskRm","1614692","27/11/2023 20:52:02","","0","0","0","0","0","0","0","0","0","0","0"
"26764","11031073","APQPQAZ DLOLWPQ","Financial Institutions","","","990320372","Bqnhrxd Prlla Lmimhqn","SOUTH AFRICA","Approved","","","Completed","27/11/2023 21:15:11","28/11/2023 15:02:08","New to Bank","","","8190821","Mahalakshmi C1","Green","","","2004901","Advisor PP Initiator Test","27/11/2023 21:45:07","","","","","","New","28/11/2023 14:58:49","","","1010047","Sapientia Balele","28/11/2023 15:02:07","ZA","CRQ v3","Satya test","","","Climate Risk Checker","1156822","","1007525","","ClimateRiskCreditAnalyst","1007525","27/11/2023 21:42:36","","0","0","0","1","0","0","1","0","0","0","0"
"26765","11028753","FYYMHDE-WY YFEY WEIECUB","Consumer Services","","","990000094","TVZT MVZVE","HONG KONG","Approved","","","Completed","27/11/2023 21:33:48","27/11/2023 23:04:50","New to Bank","","","8190821","Mahalakshmi C1","Red","","","2004901","Advisor PP Initiator Test","27/11/2023 22:51:52","","27/11/2023 23:04:50","Chadaporn Sreesurichan","1156221","","New","27/11/2023 22:58:03","","27/11/2023 23:02:06","1103925","Anna Mee Chu Cheng","","HK","CRQ v3","Satya test","","","Climate Risk Checker","1156822","","1307313","","ClimateRiskCreditAnalyst","1307313","27/11/2023 22:49:31","","0","0","0","0","0","0","0","0","0","0","0"
"26766","11315259","LNAME11315259","Building Products, Construction & Engineering","","","990013744","GRP NAME 990013744","FRANCE","Check in Progress","","","In Progress","28/11/2023 12:59:32","20/05/2024 16:05:30","New to Bank","","","2007614","Nikesh Rupda","Green","","","","","","","","","","","New","","","","1500017","1500017 Test","","DE","CRQ v3","Satya test","Surendar SIT2_Test","1668826","Surendar SIT2_Test","1668826","","1440201","","ClimateRiskCreditAnalyst","1440201","20/05/2024 16:03:20","","0","174","0","0","0","0","0","0","0","0","0"
"26767","11244275","LNAME11244275","Financial Institutions","","","990063864","GRP NAME 990063864","DENMARK","Review by RM","","","In Progress","28/11/2023 13:49:04","04/03/2024 20:09:35","Existing to Bank","","","1664684","Dimitar Tonev","Green","","","","","","","","","","","New","04/03/2024 20:09:35","","","1629721","Kurt Magnus","","DE","CRQ v3","Satya test","Kurt Magnus","1629721","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Dimitar Tonev","ClimateRiskMaker","1664684","28/11/2023 14:39:00","","0","0","97","0","0","0","0","0","0","0","0"
"26768","11230170","LNAME11230170","Financial Institutions","","","","","ITALY","Descoped","","Descope - Facility Repaid","Completed","28/11/2023 13:49:58","28/11/2023 13:53:41","New to Bank","","","1664684","Dimitar Tonev","","","","","","","","","","","","New","","","","","","","DE","CRQ v3","Satya test","","","","","","","Dimitar Tonev","ClimateRiskMaker","1664684","","","0","0","0","0","0","0","0","0","0","0","0"
"26769","11230170","LNAME11230170","Financial Institutions","","","","","ITALY","Descoped","","Descope - Approved LCA","Completed","28/11/2023 13:59:18","28/11/2023 14:01:31","Existing to Bank","","","1664684","Dimitar Tonev","","","","","","","","","","","","New","","","","","","","DE","CRQ v3","Satya test","","","","","","","Dimitar Tonev","ClimateRiskMaker","1664684","","","0","0","0","0","0","0","0","0","0","0","0"
"26770","11230170","LNAME11230170","Financial Institutions","","","","","ITALY","Descoped","","Descope - Approved LCA","Completed","28/11/2023 14:04:03","08/05/2024 13:36:20","Existing to Bank","","","1664684","Dimitar Tonev","Green","","","","","","","","","","","New","","","","1608085","Man Chiu Wong","","DE","CRQ v3","Satya test","Satya Narni","1653968","Satya Narni","1653968","SIT2_Test CA","1528106","Dimitar Tonev","ClimateRiskMaker","1664684","28/11/2023 14:21:30","","0","0","162","0","0","0","0","0","0","0","0"
"26771","11018522","LNAME11018522","Financial Institutions","","","990024457","GRP NAME 990024457","SWITZERLAND","Approved","","","Completed","28/11/2023 14:08:45","12/01/2024 17:24:24","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","12/01/2024 17:22:29","","","1237811","Syed Nawaz","12/01/2024 17:24:23","GB","CRQ v3","Satya test","","","Timo Reinschmidt","1495011","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","12/01/2024 17:17:24","","0","45","0","0","0","0","45","0","0","0","0"
"26772","13645007","LNAME13645007","Transportation and Storage","","","990013614","GRP NAME 990013614","UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND","Approved","","","Completed","28/11/2023 15:12:37","28/11/2023 15:29:18","Existing to Bank","Adhoc Review","Early Alert","1669613","Dinesh Kumar P","Green","","","","","","","","","","","Review","28/11/2023 15:22:47","","","1187442","Mahesh Chandrasekaran","28/11/2023 15:29:18","IN","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","Natarajan Muthulingam","1649099","Dinesh Kumar P","ClimateRiskMaker","1669613","28/11/2023 15:21:12","","0","0","0","0","0","0","0","0","0","0","0"
"26773","13835264","LNAME13835264","Transportation and Storage","","","13835264","Thyssen Elevators Co. Ltd","CHINA","Approval in Progress","","","In Review","28/11/2023 15:35:24","10/09/2024 21:25:54","Existing to Bank","Adhoc Review","Refresh","1669613","Dinesh Kumar P","Red","","","","","","","","Logesh G","1656403","","Review","28/11/2023 15:59:40","","28/11/2023 16:01:28","1550875","Xiao Yang","","CN","CRQ v3","Satya test","Logesh G","1656403","Surendar SIT2_Test","1668826","Natarajan Muthulingam","1649099","Dinesh Kumar P","ClimateRiskMaker","1669613","28/11/2023 15:58:02","","0","0","0","0","0","287","0","0","0","0","0"
"26774","13647165","LNAME13647165","Automobiles & Components","","","990025873","GRP NAME 990025873","PAKISTAN","Approval in Progress","","","In Progress","28/11/2023 15:41:02","05/03/2024 02:14:12","New to Bank","","","1669613","Dinesh Kumar P","Red","","","","","","","","Satya Narni","1653968","","New","28/11/2023 16:11:34","","28/11/2023 16:13:30","1305651","Hasib Anwar","","PK","CRQ v3","Satya test","Satya Narni","1653968","Surendar SIT2_Test","1668826","Natarajan Muthulingam","1649099","Hasib Anwar","ClimateRiskRm","1305651","28/11/2023 16:10:29","","0","0","0","0","0","98","0","0","0","0","0"
"26775","11018868","LNAME11018868","CRE","","","990003390","GRP NAME 990003390","HONG KONG","Review by RM","","","In Progress","28/11/2023 15:44:54","11/01/2024 11:17:33","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","11/01/2024 11:17:33","","","1380676","Gladys Chung Yan Lo","","HK","CRQ v3","Satya test","Gladys Chung Yan Lo","1380676","Timo Reinschmidt","1495011","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","11/01/2024 11:14:00","","0","44","0","0","0","0","0","0","0","0","0"
"26776","11003158","LNAME11003158","Telecommunication Services","","","990000304","GRP NAME 990000304","SINGAPORE","Approved","","","Completed","28/11/2023 15:49:36","29/11/2023 14:25:21","Existing to Bank","Periodic Review","","8190283","Maker SIT2_Test","Green","","","","","","","","","","","Review","29/11/2023 14:22:12","","","1437697","Daniel Chiew Siong Chin","29/11/2023 14:25:21","SG","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","28/11/2023 17:42:49","","0","0","1","0","0","0","1","0","0","0","0"
"26777","11003641","LNAME11003641","Commodity Traders","","","990048525","GRP NAME 990048525","SINGAPORE","Approved","","","Completed","28/11/2023 15:51:35","29/11/2023 14:30:16","Existing to Bank","Periodic Review","","8190283","Maker SIT2_Test","Green","","","","","","","","","","","Review","29/11/2023 14:29:15","","","1511780","Josephine Ee Yee Ng","29/11/2023 14:30:16","SG","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","28/11/2023 18:52:48","","0","0","1","0","0","0","1","0","0","0","0"
"26778","11004671","DTV ELGDCLVGEKLVS DGD SGY","Transportation and Storage","","","990000208","CRX PDQAC","SINGAPORE","Cancelled","","Raised in error","Completed","28/11/2023 15:52:46","28/11/2023 19:14:48","New to Bank","","","8190283","Maker SIT2_Test","","","","","","","","","","","","New","","","","","","","SG","CRQ v3","Satya test","","","","","","","Maker SIT2_Test","ClimateRiskMaker","8190283","","","0","0","0","0","0","0","0","0","0","0","0"
"26779","11004843","LNAME11004843","Technology Hardware & Equipment","","","990010946","GRP NAME 990010946","UNITED STATES OF AMERICA","Cancelled","","Raised in error","Completed","28/11/2023 15:53:49","28/11/2023 19:17:59","New to Bank","","","","","","","","","","","","","","","","New","","","","","","","US","CRQ v3","Satya test","","","","","","","Maker SIT2_Test","ClimateRiskMaker","8190283","","","0","0","0","0","0","0","0","0","0","0","0"
"26780","11332172","LNAME11332172","Financial Institutions","","","990048240","GRP NAME 990048240","FRANCE","Approved","","","Completed","28/11/2023 15:56:17","29/11/2023 15:39:02","Existing to Bank","","","1664684","Dimitar Tonev","Amber","","","1535398","Naveena Sekar","29/11/2023 15:31:22","","","","","","New","29/11/2023 15:36:12","","","1400680","Laura Korsant","29/11/2023 15:39:01","DE","CRQ v3","Satya test","","","Satya Narni","1653968","SIT2_Test CA","1528106","Dimitar Tonev","ClimateRiskMaker","1664684","28/11/2023 19:12:11","","0","0","1","0","0","0","1","0","0","0","0"
"26781","11020052","LNAME11020052","Financial Institutions","","","990003964","GRP NAME 990003964","CHINA","Approved","","","Completed","28/11/2023 15:56:39","12/01/2024 17:23:21","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","12/01/2024 17:21:34","","","1555132","rm rm","12/01/2024 17:23:20","CN","CRQ v3","Satya test","","","Timo Reinschmidt","1495011","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","12/01/2024 17:15:35","","0","45","0","0","0","0","45","0","0","0","0"
"26782","11004671","DTV ELGDCLVGEKLVS DGD SGY","Transportation and Storage","","","990000208","CRX PDQAC","SINGAPORE","Descoped","","Descope - Approved LCA","Completed","28/11/2023 19:15:03","29/02/2024 22:58:25","Existing to Bank","","","8190283","Maker SIT2_Test","Green","","","","","","","","","","","New","","","","1190309","Talat N.Ahmed","","SG","CRQ v3","Satya test","","","","","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","","","0","0","0","0","0","0","0","0","0","0","0"
"26783","11004843","LNAME11004843","Technology Hardware & Equipment","","","990010946","GRP NAME 990010946","UNITED STATES OF AMERICA","Approved","","","Completed","28/11/2023 19:18:15","28/11/2023 20:37:08","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","28/11/2023 20:32:29","","","1309639","Robin Erens Wijaya","28/11/2023 20:37:08","US","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","28/11/2023 19:55:18","","0","0","0","0","0","0","0","0","0","0","0"
"26784","11005452","lekhnwlquhowovxutx","Financial Institutions","","","990044625","GRP NAME 990044625","VIET NAM","Approved","","","Completed","28/11/2023 19:34:31","29/11/2023 14:35:47","Existing to Bank","Periodic Review","","8190283","Maker SIT2_Test","Green","","","","","","","","","","","Review","29/11/2023 14:31:53","","","1183219","RM RM","29/11/2023 14:35:47","VN","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","28/11/2023 20:19:43","","0","0","1","0","0","0","1","0","0","0","0"
"26785","11005455","juvslbhtysyeydidkznz","Financial Institutions","","","990012068","GRP NAME 990012068","SPAIN","Approved","","","Completed","28/11/2023 19:40:08","29/11/2023 14:39:36","Existing to Bank","","","8190283","Maker SIT2_Test","Green","","","","","","","","","","","New","29/11/2023 14:38:09","","","1357869","RM RM","29/11/2023 14:39:36","GB","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","28/11/2023 20:46:31","","0","0","1","0","0","0","1","0","0","0","0"
"26786","11005574","LNAME11005574","Financial Institutions","","","990001514","GRP NAME 990001514","UNITED STATES OF AMERICA","Approved","","","Completed","28/11/2023 19:42:31","29/11/2023 14:43:02","Existing to Bank","","","8190283","Maker SIT2_Test","Green","","","","","","","","","","","New","29/11/2023 14:41:35","","","1585784","RM RM","29/11/2023 14:43:02","US","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","28/11/2023 20:54:10","","0","0","1","0","0","0","1","0","0","0","0"
"26787","11005850","LNAME11005850","Financial Institutions","","","990003374","GRP NAME 990003374","FRANCE","Approved","","","Completed","28/11/2023 21:02:00","29/11/2023 14:46:02","Existing to Bank","","","8190283","Maker SIT2_Test","Green","","","","","","","","","","","New","29/11/2023 14:45:10","","","1153327","Veeriya Kasemsuk","29/11/2023 14:46:01","GB","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Maker SIT2_Test","ClimateRiskMaker","8190283","28/11/2023 21:15:41","","0","0","1","0","0","0","1","0","0","0","0"
"26788","11021680","LNAME11021680","Technology Hardware & Equipment","","","990002190","GRP NAME 990002190","HONG KONG","Approved","","","Completed","28/11/2023 21:06:02","28/11/2023 22:23:57","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","28/11/2023 22:14:55","","","1213385","Vivian Lau","28/11/2023 22:23:57","HK","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 21:17:49","","0","0","0","0","0","0","0","0","0","0","0"
"26789","11026535","LNAME11026535","Sovereign & MDO","","","990002276","GRP NAME 990002276","HONG KONG","Approved","","","Completed","28/11/2023 21:23:15","28/11/2023 22:26:03","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","28/11/2023 22:16:49","","","1000367","damu dale800","28/11/2023 22:26:02","HK","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 21:31:17","","0","0","0","0","0","0","0","0","0","0","0"
"26790","11031032","LNAME11031032","Financial Institutions","","","990024037","GRP NAME 990024037","SRI LANKA","Approved","","","Completed","28/11/2023 21:34:09","28/11/2023 22:31:09","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","28/11/2023 22:19:20","","","1176885","Sheeraz Siddiqui","28/11/2023 22:31:08","LK","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 21:52:32","","0","0","0","0","0","0","0","0","0","0","0"
"26791","11033276","LNAME11033276","Financial Institutions","","","990013298","GRP NAME 990013298","CANADA","Approved","","","Completed","28/11/2023 21:56:20","28/11/2023 22:34:34","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","28/11/2023 22:21:39","","","1387687","Steven Gargiulo","28/11/2023 22:34:34","US","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 22:08:27","","0","0","0","0","0","0","0","0","0","0","0"
"26792","11033368","LNAME11033368","Financial Institutions","","","990003490","GRP NAME 990003490","UNITED STATES OF AMERICA","Approved","","","Completed","28/11/2023 22:39:11","29/11/2023 11:13:04","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","29/11/2023 11:08:29","","","1195547","rm rm","29/11/2023 11:13:04","US","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 22:49:18","","0","0","1","0","0","0","1","0","0","0","0"
"26793","11033369","LNAME11033369","Financial Institutions","","","990003584","GRP NAME 990003584","ITALY","Approved","","","Completed","28/11/2023 22:40:36","29/11/2023 00:30:39","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","29/11/2023 00:12:00","","","1411136","Arjun Kumar","29/11/2023 00:30:38","GB","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 22:59:23","","0","0","1","0","0","0","1","0","0","0","0"
"26794","11033371","LNAME11033371","Financial Institutions","","","990036643","GRP NAME 990036643","KOREA, REPUBLIC OF","Approved","","","Completed","28/11/2023 22:41:03","29/11/2023 00:23:43","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","29/11/2023 00:16:50","","","1195547","rm rm","29/11/2023 00:23:43","SG","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 23:13:31","","0","0","1","0","0","0","1","0","0","0","0"
"26795","11033395","LNAME11033395","Financial Institutions","","","990025505","GRP NAME 990025505","JAPAN","Approved","","","Completed","28/11/2023 23:19:12","29/11/2023 11:35:22","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","29/11/2023 11:23:10","","","1352483","Felix Berethe","29/11/2023 11:35:21","JP","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 23:28:13","","0","0","1","0","0","0","1","0","0","0","0"
"26796","11033397","LNAME11033397","Financial Institutions","","","990003061","GRP NAME 990003061","SRI LANKA","Approved","","","Completed","28/11/2023 23:19:28","29/11/2023 11:42:44","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","29/11/2023 11:27:37","","","1010047","Sapientia Balele","29/11/2023 11:42:44","LK","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","28/11/2023 23:51:54","","0","0","1","0","0","0","1","0","0","0","0"
"26797","11033398","LNAME11033398","Financial Institutions","","","990003074","GRP NAME 990003074","AUSTRALIA","Approved","","","Completed","28/11/2023 23:19:50","29/11/2023 11:39:04","Existing to Bank","","","8190821","Mahalakshmi C1","Green","","","","","","","","","","","New","29/11/2023 11:31:20","","","1352483","Felix Berethe","29/11/2023 11:39:03","AU","CRQ v3","Satya test","","","Climate Risk Checker","1156822","SIT2_Test CA","1528106","Mahalakshmi C1","ClimateRiskMaker","8190821","29/11/2023 00:04:43","","0","1","0","0","0","0","1","0","0","0","0"
"26798","11263812","LNAME11263812","Commodity Traders","","","","","LUXEMBOURG","Approved","","","Completed","29/11/2023 14:25:22","29/11/2023 15:41:22","Existing to Bank","","","","","Green","","","1535398","Naveena Sekar","29/11/2023 15:32:27","","","","","","New","29/11/2023 15:37:10","","","1342898","Peter Campbell","29/11/2023 15:41:22","GB","CRQ v3","Satya test","","","Satya Narni","1653968","SIT2_Test CA","1528106","Dimitar Tonev","ClimateRiskMaker","1664684","29/11/2023 15:20:44","","0","0","0","0","0","0","0","0","0","0","0"
"26799","13840716","LNAME13840716","Consumer Services","","","","","IRELAND","Approved","","","Completed","29/11/2023 17:10:30","27/02/2024 06:36:54","Existing to Bank","Periodic Review","","8190283","Maker SIT2_Test","Red","","","1654948","Test test","27/02/2024 06:32:52","","27/02/2024 06:36:54","Test test","1654948","27/02/2024 06:16:56","Review","27/02/2024 06:34:20","","27/02/2024 06:35:25","1353037","Samik Metia","","","CRQ v3","Satya test","","","Surendar SIT2_Test","1668826","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","27/02/2024 06:31:23","27/02/2024 01:47:38","0","0","90","0","0","0","90","4","0","0","1"
"26800","87654321","Titan","Food and Household","","","","","PUERTO RICO","Descoped","","Descope - Facility Repaid","Completed","29/11/2023 17:57:41","29/11/2023 17:58:57","Existing to Bank","","","1664684","Dimitar Tonev","","","","","","","","","","","","New","","","","","","","PR","CRQ v3","Satya test","","","","","","","Dimitar Tonev","ClimateRiskMaker","1664684","","","0","0","0","0","0","0","0","0","0","0","0"
"26801","13785546","LNAME13785546","Commodity Traders","","","","","CHINA","Make in Progress","","","In Progress","29/11/2023 17:59:19","29/11/2023 17:59:35","Existing to Bank","","","1664684","Dimitar Tonev","","","","","","","","","","","","New","","","","","","","CN","CRQ v3","Satya test","Dimitar Tonev","1664684","","","","","Dimitar Tonev","ClimateRiskMaker","1664684","","","0","0","0","0","0","0","0","0","0","0","0"
"26802","11316124","LNAME11316124","Automobiles & Components","","","990068077","GRP NAME 990068077","INDIA","Review by RM","","","In Review","13/12/2023 18:49:56","04/03/2024 20:12:14","Existing to Bank","Adhoc Review","Refresh","2007614","Nikesh Rupda","Green","","","1654948","Test test","18/12/2023 19:07:47","","","","","","Review","04/03/2024 20:12:13","13/12/2023 20:01:12","","1589119","Saravanan Chandrasekaran","","IN","CRQ v3","Satya test","Saravanan Chandrasekaran","1589119","Eva Georgieva Michailova","1661011","Chadaporn Sreesurichan","1156221","Nikesh Rupda","ClimateRiskMaker","2007614","18/12/2023 19:05:04","18/12/2023 19:03:07","0","0","0","77","5","0","0","2","0","3","0"
"26803","11063970","GVB ASMXMXB Brurloz","Other Materials","","","990011438","XIY RFWXWUY ISARSNXXUSF NSX SWSDX","INDIA","Check in Progress","","","In Review","14/12/2023 21:38:56","13/02/2025 12:18:14","Existing to Bank","Periodic Review","","1164468","Godwin Afayome","","","","","","","","","","","","Review","","","","1314925","Adeel Mubashar","","IN","CRQ v3","Satya test","Rajasekharreddy Balena","8210782","Rajasekharreddy Balena","8210782","Nikesh Rupda","2007614","Nikesh Rupda","ClimateRiskMaker","2007614","13/03/2024 19:42:47","","90","0","337","0","0","0","0","0","0","0","0"
"26804","11000984","FEVVEG TPKVPKFFYPN GYQYFEX","Utilities","","","990000257","KKMMKS BKQMKQDAKKP YQKTM","SINGAPORE","Make in Progress","","","In Progress","18/12/2023 15:12:24","18/12/2023 15:13:32","New to Bank","","","1649099","Natarajan Muthulingam","","","","","","","","","","","","New","","","","1528801","Test RM","","SG","CRQ v3","Satya test","Natarajan Muthulingam","1649099","","","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","","","0","0","0","0","0","0","0","0","0","0","0"
"26805","11492653","QCWTSC W.L.","Food, Beverage & Tobacco","","","990000164","NRXGFR JMIZD","SWITZERLAND","Approved","","","Completed","18/12/2023 15:21:22","19/12/2023 12:15:07","Existing to Bank","","","1649099","Natarajan Muthulingam","Green","","","2004901","Advisor PP Initiator Test","19/12/2023 12:04:47","","","","","","New","19/12/2023 12:06:54","","","1627798","Krishnendu Saha","19/12/2023 12:15:07","GB","CRQ v3","Satya test","","","Checker PP initiator Test","1625898","SIT2_Test CA","1528106","Natarajan Muthulingam","ClimateRiskMaker","1649099","19/12/2023 12:02:50","","0","1","0","0","0","0","1","0","0","0","0"
